CandidateID,MajorRegion,CandidateRegionID,RunCode,Subregion,GID_0,NAME_0,ImporterV,EvidenceConfidence,Status,SourceArtifact
M67_GME_V2,SSA,M67_04_SOUTHERN_AFRICA,SAFR,Southern African charcoal network,MOZ,Mozambique,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_04_SOUTHERN_AFRICA,SAFR,Southern African charcoal network,MWI,Malawi,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_04_SOUTHERN_AFRICA,SAFR,Southern African charcoal network,SWZ,Eswatini,1,sensitivity_explicit_direction_only,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_04_SOUTHERN_AFRICA,SAFR,Southern African charcoal network,ZAF,South Africa,1,high_current_material_or_current_official_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_04_SOUTHERN_AFRICA,SAFR,Southern African charcoal network,ZMB,Zambia,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_04_SOUTHERN_AFRICA,SAFR,Southern African charcoal network,ZWE,Zimbabwe,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_05_SENEGAMBIA_WESTERN_SAHEL,SWSAH,Senegambia-western Sahel charcoal network,GIN,Guinea,1,sensitivity_explicit_direction_only,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_05_SENEGAMBIA_WESTERN_SAHEL,SWSAH,Senegambia-western Sahel charcoal network,GMB,Gambia,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_05_SENEGAMBIA_WESTERN_SAHEL,SWSAH,Senegambia-western Sahel charcoal network,GNB,Guinea-Bissau,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_05_SENEGAMBIA_WESTERN_SAHEL,SWSAH,Senegambia-western Sahel charcoal network,MRT,Mauritania,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_05_SENEGAMBIA_WESTERN_SAHEL,SWSAH,Senegambia-western Sahel charcoal network,SEN,Senegal,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_07_GULF_OF_GUINEA,GOG,Gulf of Guinea charcoal network,BFA,Burkina Faso,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_07_GULF_OF_GUINEA,GOG,Gulf of Guinea charcoal network,CIV,C<U+00F4>te d'Ivoire,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_07_GULF_OF_GUINEA,GOG,Gulf of Guinea charcoal network,GHA,Ghana,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_07_GULF_OF_GUINEA,GOG,Gulf of Guinea charcoal network,TGO,Togo,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_08_ANGOLA_NAMIBIA,ANAM,Angola-Namibia wood-energy corridor,AGO,Angola,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_08_ANGOLA_NAMIBIA,ANAM,Angola-Namibia wood-energy corridor,NAM,Namibia,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_10_DJIBOUTI_ETHIOPIA,DJET,Djibouti-Ethiopia charcoal corridor,DJI,Djibouti,1,sensitivity_explicit_direction_only,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_10_DJIBOUTI_ETHIOPIA,DJET,Djibouti-Ethiopia charcoal corridor,ETH,Ethiopia,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_20_COM_SINGLETON,com,Comoros singleton,COM,Comoros,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_21_CPV_SINGLETON,cpv,Cabo Verde singleton,CPV,Cabo Verde,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_27_ERI_SINGLETON,eri,Eritrea singleton,ERI,Eritrea,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_28_GAB_SINGLETON,gab,Gabon singleton,GAB,Gabon,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_30_GNQ_SINGLETON,gnq,Equatorial Guinea singleton,GNQ,Equatorial Guinea,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_40_LBR_SINGLETON,lbr,Liberia singleton,LBR,Liberia,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_43_LSO_SINGLETON,lso,Lesotho singleton,LSO,Lesotho,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_45_MDG_SINGLETON,mdg,Madagascar singleton,MDG,Madagascar,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_48_MLI_SINGLETON,mli,Mali singleton,MLI,Mali,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_50_MUS_SINGLETON,mus,Mauritius singleton,MUS,Mauritius,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_57_SLE_SINGLETON,sle,Sierra Leone singleton,SLE,Sierra Leone,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,SSA,M67_58_STP_SINGLETON,stp,Sao Tome and Principe singleton,STP,Sao Tome and Principe,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_06_SOUTHERN_CONE_ANDEAN,SCAN,Southern Cone-Andean charcoal network,ARG,Argentina,1,sensitivity_explicit_direction_only,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_06_SOUTHERN_CONE_ANDEAN,SCAN,Southern Cone-Andean charcoal network,BOL,Bolivia (Plurinational State of),0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_06_SOUTHERN_CONE_ANDEAN,SCAN,Southern Cone-Andean charcoal network,BRA,Brazil,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_06_SOUTHERN_CONE_ANDEAN,SCAN,Southern Cone-Andean charcoal network,PER,Peru,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_06_SOUTHERN_CONE_ANDEAN,SCAN,Southern Cone-Andean charcoal network,PRY,Paraguay,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_11_EL_SALVADOR_HONDURAS,ESHN,El Salvador-Honduras charcoal corridor,HND,Honduras,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_11_EL_SALVADOR_HONDURAS,ESHN,El Salvador-Honduras charcoal corridor,SLV,El Salvador,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_12_HISPANIOLA,HISP,Hispaniola charcoal corridor,DOM,Dominican Republic,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_12_HISPANIOLA,HISP,Hispaniola charcoal corridor,HTI,Haiti,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_17_BLZ_SINGLETON,blz,Belize singleton,BLZ,Belize,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_19_COL_SINGLETON,col,Colombia singleton,COL,Colombia,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_22_CRI_SINGLETON,cri,Costa Rica singleton,CRI,Costa Rica,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_23_DMA_SINGLETON,dma,Dominica singleton,DMA,Dominica,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_25_ECU_SINGLETON,ecu,Ecuador singleton,ECU,Ecuador,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_31_GRD_SINGLETON,grd,Grenada singleton,GRD,Grenada,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_32_GTM_SINGLETON,gtm,Guatemala singleton,GTM,Guatemala,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_33_GUY_SINGLETON,guy,Guyana singleton,GUY,Guyana,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_36_JAM_SINGLETON,jam,Jamaica singleton,JAM,Jamaica,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_41_LCA_SINGLETON,lca,Saint Lucia singleton,LCA,Saint Lucia,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_47_MEX_SINGLETON,mex,Mexico singleton,MEX,Mexico,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_51_NIC_SINGLETON,nic,Nicaragua singleton,NIC,Nicaragua,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_53_PAN_SINGLETON,pan,Panama singleton,PAN,Panama,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_59_SUR_SINGLETON,sur,Suriname singleton,SUR,Suriname,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,LATAM,M67_66_VCT_SINGLETON,vct,Saint Vincent and the Grenadines singleton,VCT,Saint Vincent and the Grenadines,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_02_MAINLAND_ASIA,MASIA,Mainland Asian woodfuel-trade network,CHN,China,1,high_current_material_or_current_official_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_02_MAINLAND_ASIA,MASIA,Mainland Asian woodfuel-trade network,IND,India,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_02_MAINLAND_ASIA,MASIA,Mainland Asian woodfuel-trade network,KHM,Cambodia,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_02_MAINLAND_ASIA,MASIA,Mainland Asian woodfuel-trade network,LAO,Lao People's Democratic Republic,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_02_MAINLAND_ASIA,MASIA,Mainland Asian woodfuel-trade network,MMR,Myanmar,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_02_MAINLAND_ASIA,MASIA,Mainland Asian woodfuel-trade network,NPL,Nepal,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_02_MAINLAND_ASIA,MASIA,Mainland Asian woodfuel-trade network,THA,Thailand,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_02_MAINLAND_ASIA,MASIA,Mainland Asian woodfuel-trade network,VNM,Viet Nam,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_09_AZERBAIJAN_TURKIYE,AZTR,Azerbaijan-Turkiye charcoal corridor,AZE,Azerbaijan,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_09_AZERBAIJAN_TURKIYE,AZTR,Azerbaijan-Turkiye charcoal corridor,TUR,Turkey,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_13_INDONESIA_MALAYSIA,IDMY,Indonesia-Malaysia charcoal corridor,IDN,Indonesia,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_13_INDONESIA_MALAYSIA,IDMY,Indonesia-Malaysia charcoal corridor,MYS,Malaysia,1,moderate_physical_or_recurrent_evidence,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_14_AFG_SINGLETON,afg,Afghanistan singleton,AFG,Afghanistan,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_15_ARM_SINGLETON,arm,Armenia singleton,ARM,Armenia,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_16_BGD_SINGLETON,bgd,Bangladesh singleton,BGD,Bangladesh,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_18_BTN_SINGLETON,btn,Bhutan singleton,BTN,Bhutan,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_29_GEO_SINGLETON,geo,Georgia singleton,GEO,Georgia,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_34_IRN_SINGLETON,irn,Iran (Islamic Republic of) singleton,IRN,Iran (Islamic Republic of),0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_35_IRQ_SINGLETON,irq,Iraq singleton,IRQ,Iraq,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_37_JOR_SINGLETON,jor,Jordan singleton,JOR,Jordan,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_38_KAZ_SINGLETON,kaz,Kazakhstan singleton,KAZ,Kazakhstan,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_39_KGZ_SINGLETON,kgz,Kyrgyzstan singleton,KGZ,Kyrgyzstan,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_42_LKA_SINGLETON,lka,Sri Lanka singleton,LKA,Sri Lanka,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_46_MDV_SINGLETON,mdv,Maldives singleton,MDV,Maldives,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_49_MNG_SINGLETON,mng,Mongolia singleton,MNG,Mongolia,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
M67_GME_V2,ASIA,M67_52_PAK_SINGLETON,pak,Pakistan singleton,PAK,Pakistan,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated,06_review_and_decision_artifacts/moderate_global_directional_regionalization_membership_v2.csv
