"CandidateID","MajorRegion","CandidateRegionID","RunCode","Subregion","GID_0","NAME_0","ImporterV","EvidenceConfidence","Status","PermissionSetID","RegionBasis","ComponentSize","AcceptedEdgeCount","VSrcA","VSrcB","VSrcC"
"M85_B30_V1","LATAM","M85_05_BOBR","BOBR","Bolivia-Brazil bilateral charcoal region","BOL","Bolivia (Plurinational State of)",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","minimum_evidence_connected_component",2,1,"","",""
"M85_B30_V1","LATAM","M85_05_BOBR","BOBR","Bolivia-Brazil bilateral charcoal region","BRA","Brazil",1,"tier_B_inbound","model_ready_bilateral_permissions_v1","B30_V1","minimum_evidence_connected_component",2,1,"","BOL",""
"M85_B30_V1","LATAM","M85_S_PER","PER","Peru domestic-only singleton","PER","Peru",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_04_ARPY","ARPY","Argentina-Paraguay bilateral charcoal region","PRY","Paraguay",1,"tier_C_inbound","model_ready_bilateral_permissions_v1","B30_V1","minimum_evidence_connected_component",2,1,"","","ARG"
"M85_B30_V1","LATAM","M85_S_HND","HND","Honduras domestic-only singleton","HND","Honduras",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_SLV","SLV","El Salvador domestic-only singleton","SLV","El Salvador",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_07_HISP","HISP","Hispaniola bilateral charcoal region","DOM","Dominican Republic",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","minimum_evidence_connected_component",2,1,"","",""
"M85_B30_V1","LATAM","M85_07_HISP","HISP","Hispaniola bilateral charcoal region","HTI","Haiti",1,"tier_C_inbound","model_ready_bilateral_permissions_v1","B30_V1","minimum_evidence_connected_component",2,1,"","","DOM"
"M85_B30_V1","LATAM","M85_S_BLZ","BLZ","Belize domestic-only singleton","BLZ","Belize",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_COL","COL","Colombia domestic-only singleton","COL","Colombia",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_CRI","CRI","Costa Rica domestic-only singleton","CRI","Costa Rica",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_DMA","DMA","Dominica domestic-only singleton","DMA","Dominica",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_ECU","ECU","Ecuador domestic-only singleton","ECU","Ecuador",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_GRD","GRD","Grenada domestic-only singleton","GRD","Grenada",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_GTM","GTM","Guatemala domestic-only singleton","GTM","Guatemala",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_GUY","GUY","Guyana domestic-only singleton","GUY","Guyana",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_JAM","JAM","Jamaica domestic-only singleton","JAM","Jamaica",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_LCA","LCA","Saint Lucia domestic-only singleton","LCA","Saint Lucia",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_MEX","MEX","Mexico domestic-only singleton","MEX","Mexico",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_NIC","NIC","Nicaragua domestic-only singleton","NIC","Nicaragua",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_PAN","PAN","Panama domestic-only singleton","PAN","Panama",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_SUR","SUR","Suriname domestic-only singleton","SUR","Suriname",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","LATAM","M85_S_VCT","VCT","Saint Vincent and the Grenadines domestic-only singleton","VCT","Saint Vincent and the Grenadines",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_02_MSEA","MSEA","Mainland Southeast Asia bilateral charcoal network","CHN","China",1,"tier_A_inbound","model_ready_bilateral_permissions_v1","B30_V1","minimum_evidence_connected_component",6,5,"MMR","",""
"M85_B30_V1","ASIA","M85_S_IND","IND","India domestic-only singleton","IND","India",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_02_MSEA","MSEA","Mainland Southeast Asia bilateral charcoal network","KHM","Cambodia",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","minimum_evidence_connected_component",6,5,"","",""
"M85_B30_V1","ASIA","M85_02_MSEA","MSEA","Mainland Southeast Asia bilateral charcoal network","LAO","Lao People's Democratic Republic",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","minimum_evidence_connected_component",6,5,"","",""
"M85_B30_V1","ASIA","M85_02_MSEA","MSEA","Mainland Southeast Asia bilateral charcoal network","MMR","Myanmar",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","minimum_evidence_connected_component",6,5,"","",""
"M85_B30_V1","ASIA","M85_S_NPL","NPL","Nepal domestic-only singleton","NPL","Nepal",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_02_MSEA","MSEA","Mainland Southeast Asia bilateral charcoal network","THA","Thailand",1,"tier_C_inbound","model_ready_bilateral_permissions_v1","B30_V1","minimum_evidence_connected_component",6,5,"","","KHM;MMR"
"M85_B30_V1","ASIA","M85_02_MSEA","MSEA","Mainland Southeast Asia bilateral charcoal network","VNM","Viet Nam",1,"tier_C_inbound","model_ready_bilateral_permissions_v1","B30_V1","minimum_evidence_connected_component",6,5,"","","KHM;LAO"
"M85_B30_V1","ASIA","M85_S_AZE","AZE","Azerbaijan domestic-only singleton","AZE","Azerbaijan",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_TUR","TUR","Turkey domestic-only singleton","TUR","Turkey",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_IDN","IDN","Indonesia domestic-only singleton","IDN","Indonesia",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_MYS","MYS","Malaysia domestic-only singleton","MYS","Malaysia",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_AFG","AFG","Afghanistan domestic-only singleton","AFG","Afghanistan",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_ARM","ARM","Armenia domestic-only singleton","ARM","Armenia",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_BGD","BGD","Bangladesh domestic-only singleton","BGD","Bangladesh",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_BTN","BTN","Bhutan domestic-only singleton","BTN","Bhutan",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_GEO","GEO","Georgia domestic-only singleton","GEO","Georgia",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_IRN","IRN","Iran (Islamic Republic of) domestic-only singleton","IRN","Iran (Islamic Republic of)",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_IRQ","IRQ","Iraq domestic-only singleton","IRQ","Iraq",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_JOR","JOR","Jordan domestic-only singleton","JOR","Jordan",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_KAZ","KAZ","Kazakhstan domestic-only singleton","KAZ","Kazakhstan",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_KGZ","KGZ","Kyrgyzstan domestic-only singleton","KGZ","Kyrgyzstan",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_LKA","LKA","Sri Lanka domestic-only singleton","LKA","Sri Lanka",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_MDV","MDV","Maldives domestic-only singleton","MDV","Maldives",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_MNG","MNG","Mongolia domestic-only singleton","MNG","Mongolia",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_PAK","PAK","Pakistan domestic-only singleton","PAK","Pakistan",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_PHL","PHL","Philippines domestic-only singleton","PHL","Philippines",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_PRK","PRK","Democratic People's Republic of Korea domestic-only singleton","PRK","Democratic People's Republic of Korea",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_SYR","SYR","Syrian Arab Republic domestic-only singleton","SYR","Syrian Arab Republic",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_TJK","TJK","Tajikistan domestic-only singleton","TJK","Tajikistan",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_TKM","TKM","Turkmenistan domestic-only singleton","TKM","Turkmenistan",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_TLS","TLS","Timor-Leste domestic-only singleton","TLS","Timor-Leste",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_UZB","UZB","Uzbekistan domestic-only singleton","UZB","Uzbekistan",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","ASIA","M85_S_YEM","YEM","Yemen domestic-only singleton","YEM","Yemen",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","OCEANIA","M85_S_PNG","PNG","Papua New Guinea domestic-only singleton","PNG","Papua New Guinea",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","NorAfr","M85_S_DZA","DZA","Algeria domestic-only singleton","DZA","Algeria",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","NorAfr","M85_S_EGY","EGY","Egypt domestic-only singleton","EGY","Egypt",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","NorAfr","M85_S_MAR","MAR","Morocco domestic-only singleton","MAR","Morocco",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
"M85_B30_V1","NorAfr","M85_S_TUN","TUN","Tunisia domestic-only singleton","TUN","Tunisia",0,"domestic_only","model_ready_bilateral_permissions_v1","B30_V1","no_accepted_bilateral_connection",1,0,"","",""
